DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000101,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907277,Male,DSMZ,,,,,,CVCL_1327,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",27,SIDM01003,1012,,blood,ALL,t_cell,
ACH-000104,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907789,Female,ATCC,,,,,,CVCL_1380,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",38,SIDM00342,1645,,blood,ALL,t_cell,
ACH-000105,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295740,Male,DSMZ,,,,,,CVCL_1805,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",17,SIDM00994,2263,,blood,ALL,t_cell,
ACH-000122,SUPT11,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2210,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",74,,,,blood,ALL,t_cell,
ACH-000197,TALL1,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909762,Male,DSMZ,,,,,,CVCL_1736,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",28,SIDM00370,2218,,blood,ALL,t_cell,
ACH-000372,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909251,Male,DSMZ,,,,,,CVCL_1630,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",7,SIDM00463,2153,,blood,ALL,t_cell,
ACH-000519,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,,,,,,CVCL_1913,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",4,SIDM00991,,,blood,ALL,t_cell,
ACH-000636,RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909702,Female,DSMZ,0,-0.061713982,Suspension,RPMI + 10% FBS,90.6,CVCL_1667,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",16,SIDM00403,288,,blood,ALL,t_cell,
ACH-000795,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908146,Female,DSMZ,,,,,,CVCL_1422,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",2,SIDM00433,86,,blood,ALL,t_cell,
ACH-000918,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147,Female,DSMZ,,,,,,CVCL_1424,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",5,SIDM00431,1321,,blood,ALL,t_cell,
ACH-000937,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909260,Female,DSMZ,2,-4.073805609,,RPMI + 10% FBS,71.2,CVCL_1641,pleural_effusion,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",6,SIDM00451,1043,,blood,ALL,t_cell,
ACH-000942,HPBALL,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1820,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",14,,,,blood,ALL,t_cell,
ACH-000953,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743,Male,ATCC,2,-2.701495375,,RPMI + 10% FBS,92.9,CVCL_1714,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8,SIDM01154,1452,,blood,ALL,t_cell,
ACH-000964,MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,NIBRI,,,,,,CVCL_0624,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19,SIDM00153,,,blood,ALL,t_cell,
ACH-000981,DND41,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446,Male,DSMZ,0,-0.64352581,,RPMI + 20% FBS,83.4,CVCL_2022,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",13,SIDM00946,1035,,blood,ALL,t_cell,
ACH-000995,JURKAT,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184,Male,DSMZ,2,-2.618047106,Suspension,RPMI-1640 +10% FBS,81.2,CVCL_0065,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01016,1210,,blood,ALL,t_cell,
ACH-001127,MOLT4,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-4,905958,Male,ATCC,0,-0.080818555,not found,not found,91,CVCL_0013,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19,SIDM00145,2227,,blood,ALL,t_cell,
ACH-001737,HSB2,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1,-1.629367606,Adherent,RPMI + 10% FBS,67.1,CVCL_1859,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",11,,,,blood,ALL,t_cell,
ACH-001738,CCRFCEM,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952,Female,Academic lab,,,,,,CVCL_0207,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00121,1151,,blood,ALL,t_cell,
ACH-002058,ATN1,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,RIKEN,,,,,,CVCL_1073,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",47,SIDM00233,,,blood,ALL,t_cell,
ACH-002216,BE13,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906763,Unknown,Sanger,,,,,,CVCL_1081,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01245,603,,blood,ALL,t_cell,
ACH-002222,CTV1,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753548,Unknown,Sanger,,,,,,CVCL_1150,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00951,1034,,blood,ALL,t_cell,
ACH-002256,KARPAS45,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907272,Unknown,Sanger,,,,,,CVCL_1326,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01007,617,,blood,ALL,t_cell,
ACH-000034,PLB985,PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,"PLB985, PLB-985",,Female,Academic lab,,,,,,CVCL_2162,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM00811,,,blood,AML,,
ACH-000045,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV-4-11,908156,Male,ATCC,2,-2.880622685,Suspension,IMDM + 10% FBS,89,CVCL_0064,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),10,SIDM00657,133,,blood,AML,,
ACH-000065,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330983,Male,DSMZ,,,,,,CVCL_1620,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),77,SIDM00461,2130,,blood,AML,,
ACH-000081,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906870,Female,ATCC,,,,,,CVCL_1230,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),66,SIDM01057,164,,blood,AML,,
ACH-000084,MUTZ3,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MUTZ3,,Male,DSMZ,,,,,,CVCL_1433,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),29,,,,blood,AML,,
ACH-000195,SET2,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_2187,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),71,SIDM00397,,,blood,AML,,
ACH-000362,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330947,Male,DSMZ,3,-3.152902447,Suspension,RPMI + 20% FBS,,CVCL_2119,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),20,SIDM00437,747,,blood,AML,,
ACH-000369,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330948,Female,DSMZ,,,,,,CVCL_2120,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),77,SIDM00435,1229,,blood,AML,,
ACH-000373,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909722,Male,HSRRB,0,-0.337419848,Suspension,RPMI + 20% FBS,,CVCL_0098,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),76,SIDM00380,304,,blood,AML,,
ACH-000386,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907278,Male,ATCC,,,,,,CVCL_0374,bone_marrow,Primary,Leukemia,Acute Myelogenous Leukemia (AML),59,SIDM00785,193,,blood,AML,,
ACH-000387,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3,-4.468284076,Suspension,RPMI + 10% FBS + 2ng/ml GM-CSF,,CVCL_0559,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),35,,,,blood,AML,,
ACH-000406,U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3,-6.267163632,Suspension,RPMI + 10% FBS,76.1,CVCL_0007,pleural_effusion,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,SIDM01195,,,blood,AML,,
ACH-001036,CMK115,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_0217,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM01235,,,blood,AML,,
ACH-001037,CMK86,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2804,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,,,,blood,AML,,
ACH-001129,MONOMAC1,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-1.690840355,,RPMI + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 0.1mM NEAA,46.6,CVCL_1425,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),64,SIDM01022,,,blood,AML,,
ACH-001230,UT7,UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2233,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),64,,,,blood,AML,,
ACH-001577,MUTZ8,MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2,-2.965212606,Suspension,alpha-MEM + 20% FBS + 10 ng/ml GM-CSF or 20% vol conditioned medium of cell line 5637 (DSM ACC 35),84,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),63,,,,blood,AML,,
ACH-001613,OCIAML4,OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,0,-2.984283331,Suspension,alpha-MEM + 20% FBS + 20% vol conditioned medium of cell line 5637 (DSM ACC 35) (or 10-20 ng/ml GM-CSF),23,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),35,,,,blood,AML,,
ACH-001618,OCIM2,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,DSMZ,2,-3.179633309,Suspension,IMDM + 20% FBS,84.8,CVCL_2150,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),56,,,,blood,AML,,
ACH-001647,SHI1,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-3.616773572,Suspension,IMDM + 20% FBS,64.1,CVCL_2191,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,,,,blood,AML,,
ACH-001656,SKNO1,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_2196,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),,,,,blood,AML,,
ACH-002218,CESS,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910688,Unknown,Sanger,,,,,,CVCL_0209,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM00917,185,,blood,AML,,
ACH-002273,ML2,ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908141,Unknown,Sanger,,,,,,CVCL_1418,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM00441,628,,blood,AML,,
ACH-002290,NKM1,NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908448,Male,Sanger/JCRB,,,,,,CVCL_1607,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),33,SIDM00576,1488,,blood,AML,,
ACH-002299,QIMRWIL,QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910545,Unknown,Sanger,,,,,,CVCL_1645,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM00467,402,,blood,AML,,
ACH-002390,MC1010,MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Sanger,,,,,,CVCL_1396,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM00009,,,blood,AML,,
ACH-000166,KASUMI6,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_0614,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",64,,,,blood,AML,M2,
ACH-000263,KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907275,Male,DSMZ,2,-1.890449985,,RPMI + 10% FBS,54.7,CVCL_0589,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",7,SIDM01005,1196,,blood,AML,M2,
ACH-000498,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330932,Male,HSRRB,1,-1.051070158,Suspension,AlphaMEM + 10% heat inactivated FBS,99.6,CVCL_1321,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",46,SIDM00018,1325,,blood,AML,M2,
ACH-000002,HL60,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905938,Female,ATCC,,,,,,CVCL_0002,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",35,SIDM00829,55,,blood,AML,M3,
ACH-000218,PL21,PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330991,Male,DSMZ,,,,,,CVCL_2161,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",24,SIDM00450,698,,blood,AML,M3,
ACH-000294,NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1323913,Female,DSMZ,3,-2.994957769,,RPMI + 10% FBS,,CVCL_0005,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",23,SIDM00428,1285,,blood,AML,M3,
ACH-000113,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910947,Male,DSMZ,2,-3.664015684,,AlphaMEM + 20% FBS,57.9,CVCL_1619,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",65,SIDM00446,749,,blood,AML,M4,
ACH-000299,HNT34,HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HNT-34,,Female,Academic lab,,,,,,CVCL_2071,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",47,,,,blood,AML,M4,
ACH-000336,OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1290455,Male,DSMZ,2,-1.989160656,,AlphaMEM + 20% FBS,51.6,CVCL_1844,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",57,SIDM00462,355,,blood,AML,M4,
ACH-000439,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942,Male,DSMZ,,,,,,CVCL_2110,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",40,SIDM00338,427,,blood,AML,M4,
ACH-002262,KY821,KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907300,Unknown,Sanger,,,,,,CVCL_1346,central_nervous_system,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",,SIDM00553,1631,,blood,AML,M4,
ACH-000006,MONOMAC6,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908148,Male,DSMZ,,,,,,CVCL_1426,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",64,SIDM01023,2167,,blood,AML,M5,
ACH-000080,BDCM,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,0,-1.097521055,,RPMI + 10% FBS,74.2,CVCL_4613,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",,,,,blood,AML,M5,
ACH-000112,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909715,Male,DSMZ,0,-0.717793426,,IMDM + 10% FBS,31.3,CVCL_1694,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",63,SIDM00396,656,,blood,AML,M5,
ACH-000146,THP1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909771,Male,ATCC,3,-5.014031557,Suspension,RPMI + 10% FBS + 0.5mM BME,65.6,CVCL_0006,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",1,SIDM01172,770,,blood,AML,M5,
ACH-000168,NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908451,Female,HSRRB,2,-2.180197649,Adherent,RPMI + 10% FBS,82.2,CVCL_1609,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",31,SIDM00580,297,,blood,AML,M5,
ACH-000198,EOL1,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906856,Male,DSMZ,2,-4.374413314,,RPMI + 10% FBS,70.2,CVCL_0258,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",33,SIDM00277,426,,blood,AML,M5,
ACH-000557,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,2,-2.642842793,Suspension,IMDM + 5% FBS + 10ug/ml Insulin+ 5ug/ml Transferrin + 2ng/ml GM-CSF,90.5,CVCL_1071,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",13,,,,blood,AML,M5,
ACH-000770,P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909253,Male,HSRRB,3,-3.622506348,,RPMI + 10% FBS,87.6,CVCL_1632,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",,SIDM00363,642,,blood,AML,M5,
ACH-002314,TUR,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909773,Unknown,Sanger,,,,,,CVCL_1775,pleural_effusion,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Monocytic)",,SIDM01205,6,,blood,AML,M5,
ACH-000004,HEL,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907053,Male,DSMZ,2,-3.079202028,Suspension,RPMI + 10% FBS,52.4,CVCL_0001,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",30,SIDM00594,783,,blood,AML,M6,
ACH-000005,HEL9217,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-2.404409173,Suspension,RPMI + 10% FBS,86.6,CVCL_2481,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",30,SIDM00593,,,blood,AML,M6,
ACH-000487,F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-4.31822383,Suspension,RPMI + 20% FBS + 10ng/ml GM-CSF,82.3,CVCL_2037,pleural_effusion,Metastasis,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",68,,,,blood,AML,M6,
ACH-000751,OCIM1,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330985,Unknown,DSMZ,0,-0.704424966,,IMDM + 10% FBS,,CVCL_2149,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",62,SIDM00458,1679,,blood,AML,M6,
ACH-002258,KMOE2,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907280,Unknown,Sanger,,,,,,CVCL_1332,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",,SIDM01019,1803,,blood,AML,M6,
ACH-000602,M07E,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2,-4.436432196,Suspension,RPMI 1640 + 20% h.i. FBS + IL-3 (10 ng/ml) or GM-CSF (10 ng/ml),60,CVCL_2106,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.5,,,,blood,AML,M7,
ACH-000641,CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910566,Male,DSMZ,,,,,,CVCL_0216,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.8,SIDM00959,734,,blood,AML,M7,
ACH-000003,CACO2,CACO2_LARGE_INTESTINE,"CACO2, CaCo-2",,Male,ATCC,,,,,,CVCL_0025,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00891,,,colorectal,colorectal_adenocarcinoma,,
ACH-000007,LS513,LS513_LARGE_INTESTINE,,907795,Male,ATCC,2,-2.586707623,Adherent,RPMI + 10% FBS,47.7,CVCL_1386,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,63,SIDM00677,569,,colorectal,colorectal_adenocarcinoma,,
ACH-000009,C2BBE1,C2BBE1_LARGE_INTESTINE,,910700,Male,ATCC,3,-4.135491417,Adherent,DMEM + 10% FBS + Glutamine + Insulin-Transferrin-Selenium,94.2,CVCL_1096,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,72,SIDM01233,2104,,colorectal,colorectal_adenocarcinoma,,
ACH-000047,GCIY,GCIY_STOMACH,,906869,Female,RIKEN,2,-5.023425823,,MEM + 15% FBS,89.6,CVCL_1228,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00274,1414,,gastric,gastric_adenocarcinoma,,
ACH-000089,NCIH684,NCIH684_LARGE_INTESTINE,,,Male,KCLB,,,,,,CVCL_9980,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,55,,,,colorectal,colorectal_adenocarcinoma,,
ACH-000090,PC3,PC3_PROSTATE,,905934,Male,ATCC,0,-2.134615022,,,,CVCL_0035,bone,Metastasis,Prostate Cancer,Adenocarcinoma,62,SIDM00088,911,,prostate,prostate_adenocarcinoma,,
ACH-000110,NCCSTCK140,NCCSTCK140_STOMACH,,,Female,RIKEN,,,,,,CVCL_3055,stomach,,Gastric Cancer,Adenocarcinoma,36,,,,gastric,gastric_adenocarcinoma,,
ACH-000115,VCAP,VCAP_PROSTATE,,1299075,Male,ATCC,2,-2.868088101,Adherent,DMEM + 10% FBS,54.2,CVCL_2235,bone,Metastasis,Prostate Cancer,Adenocarcinoma,59,SIDM01077,2154,,prostate,prostate_adenocarcinoma,,
ACH-000117,EFM192A,EFM192A_BREAST,,1290798,Female,DSMZ,,,,,,CVCL_1812,pleural_effusion,Metastasis,Breast Cancer,Adenocarcinoma,46,SIDM01002,1187,,breast,breast_adenocarcinoma,ERpos_HER2pos,HER2_amp
ACH-000141,SNU308,SNU308_BILIARY_TRACT,,,Unknown,KCLB,3,-3.505986155,,RPMI + 10% FBS + Sodium bicarbonate,81.4,CVCL_5048,biliary_tract,,Gallbladder Cancer,Adenocarcinoma,,SIDM00161,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-000144,RERFGC1B,RERFGC1B_STOMACH,,1240209,Male,HSRRB,0,-0.790568274,,,,CVCL_3152,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,41,SIDM00358,285,,gastric,gastric_adenocarcinoma,,
ACH-000202,COLO320,COLO320_LARGE_INTESTINE,,,Female,DSMZ,3,-1.641431055,Suspension,RPMI + 10% FBS,62.4,CVCL_1989,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55,SIDM00071,,,colorectal,colorectal_adenocarcinoma,,
ACH-000216,JHESOAD1,JHESOAD1_OESOPHAGUS,,,Male,Academic lab,,,,,,CVCL_8098,oesophagus,,Esophageal Cancer,Adenocarcinoma,,,,,esophagus,esophagus_adenocarcinoma,,
